,NG_1,NG_2,NG_3,NG_4,NG_5,NG_6,NG_7,NG_8,NG_9,NZ_1,NZ_10,NZ_11,NZ_12,NZ_13,NZ_14,NZ_15,NZ_16,NZ_17,NZ_18,NZ_19,NZ_2,NZ_20,NZ_21,NZ_22,NZ_23,NZ_24,NZ_25,NZ_3,NZ_4,NZ_5,NZ_6,NZ_7,NZ_8,NZ_9,XZ_1,XZ_10,XZ_11,XZ_12,XZ_13,XZ_14,XZ_15,XZ_16,XZ_17,XZ_18,XZ_19,XZ_2,XZ_20,XZ_21,XZ_22,XZ_23,XZ_24,XZ_25,XZ_3,XZ_4,XZ_5,XZ_6,XZ_7,XZ_8,XZ_9,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001880681225,0,0,0,0,0,0,0,0,0.004788566377,0,0,0,0,0,0,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV877,0.001367287643,0.002582033351,0.001301236174,0,0.001608902594,0.0003354579,0,0.001246882793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
ASV878,0,0,0.0007229089858,0.0005316321106,0.001810015419,0,6.71E-05,0,0.0005023863351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001521001521,0,0,0,0,0,0,0,0,0,0.0008605234851,0,0,0,5.22E-05,0,0.0004388370817,0,0,0.0004898758981,0,0,0,0,0.000289017341,0,6.42E-05,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Thermoleophilia,NA,NA,NA,NA
ASV879,0,0,0,0,0.002949654756,0,0,0,0.002763124843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001756663866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASV880,0,0,0,0,0.002212241067,0,0.0004028197382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000626500992,0,0,0.000699860028,0.0006791348866,0,0,0,0,0,0,0,0,0.001620745543,0,0,0,0,0,0,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV881,0,0,0,0,0,0,0,0,0.002595662731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000574292576,0.0006172839506,0,0,0,0,0.001417848207,0,0,0,0,0,0,0,0,0,0.0007923930269,0.0007480674923,0,0.0007055805003,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001756663866,0,0.001112612255,0,0,0,0,0,0.000849830034,0,0,0,0,0,0,0,0,0,0.001473405039,0.001717985992,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hylemonella,NA
ASV883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006110135187,0.0007171029043,0.0006357784312,0,0.0007185055085,0.000417667328,0.0003928170595,0.0003291278113,0,0,0,0.0005004170142,0,0.000636500405,0.000761614623,0,0,0,0.0004420215117,0,0,0,0.0008311861026,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,NA
ASV884,0,0.002797202797,0,0,0,0,0,0,0.001507159005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006531678641,0,0,0,0,0,0,0,0.001178724031,0,0,0,0,0.001086197533,0.000833867864,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,NA
ASV885,0,0,0.001228945276,0,0.001273714554,0,0.001477005707,0.001330008313,0.002093276396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,NA
ASV886,0,0,0,0,0,0,0,0.0006650041563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006873902085,0,0,0,0,5.22E-05,0.0001122334456,0,5.00E-05,0.0001044822903,0,0.0003336113428,0,0,0.000830852316,7.23E-05,0,6.42E-05,0,0,0,0.0003169572108,0.001579253595,0.001241368609,0.001218729955,Bacteria,Chloroflexi,Gitt-GS-136,NA,NA,NA,NA
ASV887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003589704422,0,0,0,0,0,0,0,0,0,0,0,0,0.001678046522,0,0,0,0.001476346364,0,0,0,0,0,0,0,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005346368288,0,0,0,0,0.000626500992,0.0002244668911,0,0,0.0002612057256,0.0003810145874,0,0.0003445701487,0.0007522277514,0.000553901544,0,0.0003820196103,0.0002567558893,0.0002210107559,0,0.000398089172,0,0.0004155930513,0.0006982698425,0.0003848620911,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,NA
ASV889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001219074937,0,0,0,0.001253001984,0,0,0,0,0,0,0,0.001041546117,0,0,0,0.0006418897233,0,0,0,0,0.001080541933,0,0.001090442591,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007917656374,0,0.001253001984,0,0,0,0,0,0,0,0.001909501215,0,0,0,0,0.0001473405039,0,0,0,0,0.002249980604,0,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001916014689,0,0,0.0006582556226,0,0.001149305193,0,0,0.001091138804,0,0,0,0,0,0,0,0,0.001743264659,0,0,0,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,NA
ASV892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001148585152,0,0,0,0,0,0.002085070892,0,0.001041546117,0,0.00137283237,0,0.000962834585,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009539842873,0.001700493692,0.001649670066,0,0,0,0.001033710446,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV894,0.001281832165,0.001936525013,0,0.00139553429,0.000670376081,0,0,0.001163757273,0.001674621117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASV895,0,0.0005379236148,0.001228945276,0,0.001340752162,0,0.0006042296073,0,0.001172234782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000585000585,0,0,0,0,0,0,0,0,0,0.001075654356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008589929959,0,0,0,0,0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV896,0,0,0.002457890552,0,0,0.002236386,0,0.00365752286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
ASV897,0,0,7.23E-05,0.0003987240829,0,0.0012300123,0,0.0001662510391,8.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001219074937,0,0,7.98E-05,0,0.0006172839506,0,5.00E-05,0.001201546338,0.001088613107,0,0.0001148567162,0,0,0,0,0,0,0,0,0.0001584786054,0,0,0,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,NA
ASV898,0,0,0,0.001196172249,0.001206676946,0,0.002685464921,0,0.001842083229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001502952228,0,0,0,0,0,0.001366374759,0,0,0,0,0,0,0,0.001342281879,0.002019590023,0,0,0,0.001907335294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,NA
ASV900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007888131947,0,0,0.002315184416,0.000730917824,0,0,0,0,0,0,0,0.0006943640782,0,0,0,0.000962834585,0,0,0,0,0.0009143047128,0,0.0003848620911,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001907335294,0,0,0.00052208416,0,0,0,0,0.001034182452,0.001918265221,0,0,0,0,0,0,0.0002210107559,0,0,0,0,0,0.001218729955,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,NA
ASV902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001200793568,0,0,0,0,0,0.001251042535,0,0,0,0,0,0.0006418897233,0,0.0007929166116,0,0.0009508716323,0,0.001163783071,0.0007055805003,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Belnapia,NA
ASV903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003790750569,0.001395598497,0.001152239666,0,0,0,0,0,0.00164126612,0.001872001872,0.0002298718464,0,0.0004356539165,0.001447178003,0,0,0,0.0005753267034,0,0,0,0,0,0.000417667328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
ASV904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001222027037,0,0,0,0,0,0,0,0,0,0,0,0,0.0006943640782,0,0,0.0006366993506,0,0.001031383527,0,0.0009952229299,0.0004754358162,0.001163660544,0,0.0009621552277,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Belnapia,NA
ASV905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003011832198,0,0,0,0.000156625248,0,0,0,0,0,0,0,0,0,0.003757225434,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001799467358,0,0,0.0005050505051,0,0.000649870026,0,0.0003265839321,0,0.002009992534,0,0,0,0,0,0.0006630322676,0,0,0,0,0,0,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224955009,0.002716539547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV908,0,0,0.002385599653,0,0,0,0,0.002078137988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091885373,0,0,0,0,0,0,0,0,0.001743264659,0,0,0,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
ASV909,0,0,0.001734981566,0,0.0007374136891,0.0012300123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001069273658,0,0,0,0,0,0,0,0,0.0007313760318,0,0,0,0,0,0,0,0.0005135117787,0,0,0,0.001109350238,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
ASV910,0,0,0.001445817972,0,0.00107260173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001298403727,0,0,0,0,0,0,0,0,0,0,0.002919099249,0,0,0,0,0,0,0,0,0,0,0,0,0.0005131494548,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
ASV911,0,0,0,0,0.004290406918,0,0.002148371937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
ASV912,0,0,0,0,0,0.0007827351001,0.0003356831151,0,0.0003349242234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001527533797,0.000501972033,0,0,0,0,0,0,0,0,0,0,0,0.001504455503,0,0,0,0,0,0,0,0,0,0,0.00173187941,Bacteria,Actinobacteriota,Actinobacteria,FFCH16263,NA,NA,NA
ASV913,0,0,0,0,0,0.0004472772,6.71E-05,0,0.0001674621117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000756429652,0,0,0,0,0,0,0.000458260139,0.0002868411617,0,0,0,0.000104416832,0,0,0,0,0,0.0004170141785,0,0.0001157273464,0,0.0002167630058,0,0,0,0.003700277521,0,0,0,0,0.0001282873637,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000365458912,0.000785634119,0,0.000649870026,0.0003656880159,0.0004354452428,0,0.00091885373,0,0,0,0.0003820196103,0,0.001105053779,0.000660763843,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA,NA
ASV915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000449910018,0.001253787483,0.0009797517962,0,0,0,0,0,0.0008913790908,0,0.002283777811,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,NA
ASV916,0,0,0.002602472349,0,0,0,0,0.002327514547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000730917824,0,0,0,0,0,0,0,0.0009836824442,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,NA
ASV917,0,0,0.00050603629,0.0005980861244,0.001273714554,0,0.00154414233,0.001911886949,0.001172234782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,NA
ASV918,0,0,0,0,0.001608902594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001410510918,0,0,0,0,0,0.001300578035,0,0.001668913281,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV919,0,0,0,0,0.000670376081,0.0012300123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001298403727,0.0004302617426,0,0,0,0,0,0,0,0,0,0,0,0.00127300081,0.000623139237,0,0,0,0.001473405039,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
ASV920,0,0,0,0,0.0006033384729,0.0020127474,0,0.0006650041563,0.001088503726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005042864347,0,0,0,0,0,0,0.000916520278,0,0,0,0,0.00052208416,0,0,0,0,0,0.0005838198499,0,0,0,0,0,0.000770267668,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
ASV921,0,0,0,0,0,0.0001118193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17E-05,0.001351029166,0.0007917656374,0.000399169727,0.000469875744,0,0,5.00E-05,0.0003134468708,5.44E-05,8.34E-05,0.0001148567162,0.0002893183659,0.000553901544,0.0002167630058,0.0001910098052,0.0005135117787,0.0004420215117,0.0001321527686,0.000398089172,0,8.31E-05,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,NA
ASV922,0,0,0,0,0,0,0.0007385028533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001263423879,0,0,0,0.001146058831,0,0.001620745543,0.001453680455,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008980381321,0,0,0,0,0,0,0,0.001394092533,0.0006331403763,0,0,0.002120569524,0,0,0.0009322337755,0,0,0,0.000626500992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000833867864,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA
ASV924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002085070892,0,0.001562319176,0,0,0,0,0,0,0,0.001347068146,0,0,0.001667735728,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV925,0.004529140318,0.0006455083378,0,0.001461988304,0.0008714889053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV926,0.001367287643,0,0.001373527073,0,0.001139639338,0,0.001745552199,0,0.0007535795026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005038508601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,NA,NA,NA
ASV927,0,0,0.001156654377,0,0,0,0.001946962068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117000117,0,0,0,0,0,0,0,0,0.002214924005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007225433526,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,NA,NA
ASV928,0,0,0,0.001661350346,0.0005363008648,0.0019009281,0,0.0006650041563,0.0005861173909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003193357816,0.000417667328,0.0002244668911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001030110935,0,0,0,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
ASV929,0,0,0,0,0,0,0,0,0,0.0009823872009,0.0002664002664,0,6.85E-05,0,0.0001084245907,0.0002255554302,0,0.001288244767,0.0002880599165,0.0002556890821,0.0006907985631,6.75E-05,0.0001724534376,0,0,0,0.0009194873858,0.0005042864347,0,0.0002713458755,0.0001408252359,7.46E-05,0.001009795012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004511108605,0,0,0.002592539248,0,0,0,0,0.0008074032669,0.001055099648,0.00117000117,0,0,0,0.0009044862518,0,0,0,0.002136927755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001610305958,0.001728359499,0,0.0008289582758,0,0,0.0006210794361,0,0.000936000936,0.0004597436929,0,0.001132700183,0,0,0.001193139448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008190293631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
ASV933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002367677385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002139461173,0.001413016374,0.001474125223,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,ginsengisoli
ASV934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007171029043,0.0003973615195,0,0,0.001200793568,0,0.0006582556226,0.000149970006,0,0,0.0004170141785,0,0.0005207730587,0.00069237693,0,0,0,0,0.0003964583058,0,0,0,0.0008534409186,0,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000678709408,0,0,0,0.001097064048,0,0.001417848207,0,0,0,0.001950867052,0,0.0005135117787,0,0,0,0,0,0,0.0005131494548,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
ASV936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001149770046,0,0,0,0,0,0.003392646957,0,0,0,0,0,0,0,0,0,0.001411161001,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
ASV937,0,0,0.003108508639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026104208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV938,0,0,0.001445817972,0,0.0004692632567,0,0,0.0004156275977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006386715631,0.000365458912,0,0,0.000399920016,0,0,0,0,0,0,0,0.0004456895454,0,0,0,0,0.001347068146,0,0.001086197533,0,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV939,0,0,0.0008674907829,0,0.001675940202,0,0,0.002410640067,0.002260738508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV940,0,0,0,0.001727804359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006110135187,0,0,0,0.0007185055085,0,0,0,0,0,0,0,0,0,0,0,0.001846428117,0,0.001031383527,0,0,0,0,0,0.0004490057729,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
